budget,original_language,popularity,revenue,vote_average
1977,24000000,en,2.753313,21049053,5.9
1978,24000000,en,3.113009,12372410,4.7
1979,24000000,en,5.566203,8434146,5.7
1980,24000000,en,8.630825,30551495,5.0
1981,24000000,en,23.343839,83188165,5.3
1982,23000000,en,6.138213,0,6.5
1983,24000000,en,2.353441,4562146,4.1
1984,28000000,en,2.439184,669276,6.8
1985,0,en,0.515677,0,5.4
1986,24000000,en,26.324874,23081726,6.1
1987,24000000,ja,49.549984,234710455,8.2
1988,23600000,en,57.300674,102391382,7.2
1989,23000000,en,23.839127,185991646,5.9
1990,18000000,en,78.51783,538400000,8.2
1991,19000000,en,33.872182,141407024,6.5
1992,23000000,en,27.33256,86930411,6.6
1993,23000000,en,38.799596,53302314,6.4
1994,12500000,en,20.317469,75993061,6.5
1995,23000000,en,18.493202,53187659,6.7
1996,23000000,en,7.901891,0,6.0
1997,23000000,en,53.682367,47351251,7.9
1998,23000000,en,11.183197,36642838,6.3
1999,25000000,en,8.842722,6399,5.1
2000,23000000,en,8.976738,18653615,5.9
2001,0,en,2.634119,0,6.4
2002,23000000,en,26.257951,33372606,5.6
2003,23000000,en,12.777008,51881013,3.5
2004,0,en,6.130231,0,6.6
2005,0,en,4.030724,0,6.5
2006,23000000,en,6.921263,10827816,6.6
2007,23000000,en,12.869436,7434726,6.1
2008,23000000,en,15.676123,29541790,6.6
2009,0,fr,8.426589,0,6.6
2010,11000000,en,11.071522,0,5.8
2011,23000000,en,5.494047,9366227,5.9
2012,23000000,en,6.618149,16123851,5.5
2013,23000000,cn,7.876883,5837674,6.5
2014,25000000,en,35.169779,94679598,6.5
2015,22700000,en,39.890798,38119483,6.7
2016,22500000,en,22.096286,15520023,6.8
2017,22000000,en,41.967005,505000000,6.9
2018,23000000,en,57.110486,369884651,6.5
2019,22000000,en,16.234053,189833357,6.3
2020,20000000,en,11.263361,75597042,6.5
2021,22000000,en,20.699212,147880543,6.0
2022,24000000,en,17.606087,182016617,7.3
2023,22000000,en,13.786075,84772742,4.6
2024,22000000,en,35.227212,77737889,7.4
2025,22000000,en,27.898438,88880821,7.3
2026,22000000,en,23.218144,110627965,5.6
2027,22000000,en,26.071644,92542418,7.2
2028,22000000,en,9.175762,67800064,5.9
2029,22000000,en,81.829237,95708457,6.6
2030,22000000,en,17.7091,57479076,6.1
2031,22000000,en,17.772518,35424826,6.0
2032,22000000,en,5.609755,0,6.8
2033,22000000,en,10.259461,22400154,4.7
2034,26000000,en,30.114383,51164106,6.2
2035,0,en,10.547959,9930095,6.0
2036,22000000,en,12.887673,19351569,5.4
2037,22000000,en,13.410919,77112176,6.0
2038,0,en,3.70789,0,6.3
2039,22000000,en,21.865021,33788161,6.4
2040,30000000,en,9.448517,23619609,5.4
2041,22000000,en,39.006187,63647656,5.7
2042,22000000,en,6.404571,0,5.3
2043,22000000,en,35.737655,43058898,6.4
2044,22000000,en,4.365196,13555988,6.1
2045,22000000,en,14.925633,0,6.2
2046,22000000,en,14.725467,10696210,4.2
2047,0,en,0.809588,0,3.6
2048,0,en,0.816883,0,4.9
2049,70000000,en,8.792054,0,3.8
2050,25000000,en,25.002715,72629670,5.2
2051,0,en,7.588597,0,5.9
2052,21000000,nl,13.906611,26193068,7.2
2053,22000000,fr,13.960945,17709155,7.2
2054,2000000,en,16.668854,14400000,5.5
2055,0,en,6.847133,0,5.9
2056,22000000,en,48.784734,15447154,6.2
2057,22000000,en,9.088209,12000000,7.4
2058,22000000,en,12.445176,9479718,5.2
2059,0,fr,4.61335,0,6.7
2060,22000000,en,29.230298,15400000,6.5
2061,25000000,en,18.961323,92991835,6.5
2062,0,en,2.809378,0,6.3
2063,21500000,en,12.819447,0,7.0
2064,22000000,es,14.866351,24000000,6.0
2065,17000000,en,15.013386,73244881,5.6
2066,18000000,en,8.700565,70687344,5.5
2067,21000000,en,27.197799,0,7.1
2068,9000000,en,20.410354,46,6.9
2069,21000000,en,10.207065,42000000,5.1
2070,32000000,en,5.683281,40222729,6.3
2071,21000000,en,63.599973,205738714,6.9
2072,21000000,en,17.746981,41170784,7.5
2073,0,en,1.934524,37000000,7.0
2074,21000000,en,34.433521,43928932,6.6
2075,20000000,en,26.21425,41627431,6.4
2076,21000000,en,4.781538,17762705,5.1
2077,17000000,en,10.13559,14899417,6.7
2078,21000000,en,5.815881,17600000,5.8
2079,21000000,en,8.982335,10011050,6.5
2080,30000000,en,33.649652,0,6.6
2081,0,en,2.636193,0,5.5
2082,21000000,en,13.847872,970816,6.3
2083,35000000,en,4.189378,69701637,5.9
2084,15000000,en,21.928025,2856712,6.7
2085,18000000,en,68.159596,389925971,7.7
2086,18000000,en,81.487685,358991681,6.3
2087,20000000,en,52.456505,303788635,7.2
2088,38000000,en,9.662715,29907685,5.0
2089,20000000,en,25.28436,299965036,6.1
2090,20000000,en,8.351385,132675402,5.4
2091,19000000,en,18.174804,272742922,8.1
2092,20000000,en,21.815122,121697323,6.5
2093,20000000,en,20.99174,117224271,6.4
2094,20000000,en,19.636044,187884007,5.9
2095,20000000,en,12.25264,149281606,4.9
2096,13000000,en,49.975409,318000141,7.4
2097,32000000,en,13.590677,97918663,5.2
2098,20000000,en,21.657563,100525432,5.0
2099,35000000,en,43.057323,131282949,6.7
2100,18000000,en,16.470895,122195920,5.4
2101,37000000,en,28.703007,113086475,6.3
2102,20000000,en,40.903931,177243185,6.7
2103,20000000,en,22.001408,0,6.7
2104,0,en,23.139971,0,6.9
2105,20000000,en,95.9229,187000000,7.9
2106,20000000,en,4.748929,57588485,6.2
2107,20000000,en,2.986286,60072596,6.1
2108,20000000,en,47.51363,53000000,7.5
2109,20000000,en,53.161905,207945075,7.6
2110,0,en,7.050951,0,5.9
2111,1800000,en,15.978136,41158757,7.4
2112,20000000,en,42.512296,183936074,6.3
2113,20000000,en,10.098722,48548426,3.6
2114,20000000,en,15.341196,109862682,6.1
2115,20000000,en,29.023184,66787908,7.4
2116,20000000,en,19.819893,135680000,5.6
2117,20000000,en,11.62423,67192859,4.6
2118,20000000,en,22.049787,84146832,5.8
2119,30000000,en,9.829859,45554533,6.3
2120,20000000,en,29.295801,41596251,6.7
2121,20000000,en,14.136476,43967255,6.8
2122,20000000,en,6.064638,86865564,3.2
2123,20000000,en,41.503588,88346473,7.8
2124,20000000,en,20.495749,27640028,5.9
2125,20000000,en,13.906944,39143839,5.2
2126,20000000,en,2.003047,37672350,6.0
2127,0,en,11.349664,0,5.9
2128,20000000,en,11.203335,41237648,5.8
2129,20000000,en,8.265317,35841901,6.1
2130,20000000,en,18.632156,65464324,5.8
2131,20000000,en,6.92592,60000000,7.0
2132,20000000,en,17.165039,80547866,4.2
2133,25000000,en,25.785925,135330182,6.9
2134,19800000,en,20.311684,41296320,6.5
2135,20000000,en,20.975165,50907234,7.0
2136,32000000,en,26.509175,50907422,6.6
2137,20000000,en,26.497025,47241945,5.3
2138,0,en,14.211699,0,6.4
2139,20000000,en,36.819044,78378744,4.6
2140,20000000,en,7.902536,31678778,6.2
2141,20000000,en,30.909699,54586584,7.1
2142,20000000,en,16.663797,46069568,5.7
2143,35000000,en,27.724913,68349884,5.3
2144,19000000,en,17.971883,35387212,6.0
2145,20000000,en,25.041992,67200000,6.3
2146,0,en,7.924428,0,5.4
2147,20000000,en,14.857884,45636368,6.3
2148,30000000,en,23.982956,47126295,7.0
2149,20000000,en,12.458131,0,4.7
2150,20000000,en,3.996392,0,5.8
2151,20000000,en,30.387754,64822796,6.6
2152,20000000,en,56.481487,72258126,7.9
2153,20000000,en,19.962713,32005248,6.0
2154,20000000,en,18.666876,65569869,6.3
2155,20000000,en,55.964605,46089287,6.7
2156,0,en,5.0348,0,5.8
2157,20000000,en,28.019226,51416464,6.0
2158,20000000,en,16.176976,49779728,5.9
2159,20000000,en,17.237143,17425000,6.0
2160,9000000,en,4.34503,27105095,5.3
2161,0,en,11.360997,0,6.5
2162,20000000,en,12.300789,39300000,5.3
2163,20000000,en,15.804814,37597471,5.2
2164,0,en,9.750557,0,6.3
2165,40000000,en,4.100942,28972508,5.1
2166,20000000,en,12.309715,21284514,6.7
2167,20000000,en,62.933899,83707310,7.1
2168,20000000,en,16.074397,20211394,6.3
2169,20000000,en,17.016284,0,5.8
2170,806948,en,93.067866,32000000,8.2
2171,20000000,en,17.145287,36620508,5.4
2172,20000000,en,27.256849,34077920,6.7
2173,20000000,en,7.878177,0,5.6
2174,20000000,en,0.173964,2297493,4.9
2175,20000000,en,14.370111,18432000,6.8
2176,20000000,en,11.090254,18253415,6.5
2177,20000000,en,20.82778,22222308,7.1
2178,15000000,en,43.644978,56255142,7.8
2179,20000000,en,8.244324,17807569,5.6
2180,20000000,en,23.292761,52302796,5.0
2181,19000000,en,64.181668,25836616,6.9
2182,0,en,9.03154,0,6.4
2183,0,en,4.031585,17519169,6.3
2184,20000000,cn,13.658985,100914445,7.2
2185,35000000,en,6.908351,0,4.3
2186,20000000,en,10.446722,73276047,7.3
2187,20000000,en,32.243357,60427839,7.2
2188,20000000,en,9.149089,16605763,5.8
2189,20000000,en,5.596835,17432163,5.3
2190,0,en,5.214408,0,5.0
2191,20000000,en,10.50098,17436509,7.0
2192,20000000,en,3.011205,15473333,6.5
2193,19500000,en,15.012237,34854990,6.2
2194,25000000,en,16.238961,14109284,3.0
2195,20000000,en,15.21229,22942221,5.5
2196,20000000,en,6.397042,13801755,6.5
2197,20000000,en,19.220789,30426096,6.2
2198,20000000,en,35.232278,32204030,5.8
2199,40000000,en,9.842771,0,4.8
2200,20000000,en,35.542809,34560577,5.9
2201,0,en,7.829295,0,7.0
2202,20000000,en,3.476925,13391174,6.1
2203,30000000,en,5.133744,27674124,6.4
2204,20000000,en,14.031377,12482775,6.0
2205,20000000,en,17.227376,12398628,6.1
2206,0,en,17.98817,0,6.4
2207,20000000,en,15.66135,17280326,5.7
2208,20000000,en,19.705311,24145613,6.7
2209,0,en,2.645722,0,4.5
2210,0,en,17.662683,0,6.2
2211,0,en,2.894154,0,6.4
2212,20000000,en,29.371987,12639297,5.6
2213,20000000,en,11.352693,10686841,7.3
2214,20000000,en,7.553773,0,5.4
2215,20000000,en,30.477114,36606743,6.3
2216,20000000,en,9.927018,0,5.6
2217,20000000,en,12.379781,0,6.5
2218,20000000,en,12.643703,16974459,6.5
2219,21000000,en,15.440465,0,6.5
2220,0,en,5.886228,9109322,1.9
2221,0,en,6.925645,12382362,5.4
2222,20000000,en,9.36146,10337477,4.7
2223,20000000,en,6.102663,11341016,6.4
2224,8000000,en,0.709143,20000000,6.5
2225,20000000,en,45.742217,11110975,6.5
2226,0,en,1.682839,0,3.2
2227,20000000,en,8.237336,16549477,5.9
2228,20000000,en,2.605374,7000000,4.1
2229,12000000,en,29.072964,15008161,5.3
2230,22000000,en,1.322528,0,5.8
2231,0,en,4.961306,6575282,4.7
2232,0,en,8.628519,0,6.7
2233,20000000,en,12.232048,6420319,7.0
2234,15000000,en,27.133277,27462041,6.2
2235,8700000,en,26.093043,7659918,6.8
2236,0,en,13.621201,0,7.0
2237,20000000,en,9.292987,10442808,3.1
2238,20000000,en,7.716606,5210988,5.4
2239,20000000,en,7.698075,0,5.9
2240,20000000,en,37.629309,12007070,6.5
2241,0,en,2.405911,0,6.3
2242,0,en,3.350297,0,6.3
2243,20000000,en,13.032308,4001121,6.6
2244,20000000,en,15.131867,16863583,4.8
2245,20000000,en,10.218307,5530764,6.8
2246,21000000,en,12.761176,0,7.4
2247,26500000,ja,60.732738,159375308,8.2
2248,0,fr,0.49446,0,5.7
2249,0,en,6.574285,0,4.9
2250,2000000,en,14.617944,5048693,7.1
2251,20000000,en,3.102987,0,6.8
2252,20000000,en,5.65327,1675706,3.3
2253,20000000,en,44.566609,5359645,6.9
2254,40000000,zh,8.978408,7400000,6.5
2255,0,en,10.150993,0,6.0
2256,0,en,0.28576,0,2.2
2257,10000000,en,11.267676,3727746,5.4
2258,20000000,ja,9.129808,0,6.4
2259,0,en,2.013405,0,5.8
2260,0,en,20.086645,0,5.9
2261,20000000,en,3.581906,305070,6.2
2262,0,cn,12.373248,47301471,6.1
2263,0,fr,12.283025,0,5.8
2264,20000000,en,10.617236,4634062,4.5
2265,20000000,en,6.377308,0,5.5
2266,20000000,en,3.620537,346594,6.0
2267,0,en,27.215666,17671101,5.3
2268,0,en,4.127155,0,6.6
2269,20000000,en,13.118983,0,6.3
2270,20000000,en,14.182301,0,5.3
2271,0,ta,0.416179,0,5.0
2272,0,en,0.485405,0,0.5
2273,20000000,en,7.444189,0,6.1
2274,20000000,en,33.625477,0,5.4
2275,27220000,en,28.060472,5496951,6.1
2276,19400000,en,20.746932,0,7.1
2277,27000000,de,7.727035,0,7.1
2278,22000000,en,45.707835,424208848,7.6
2279,20000000,en,28.497242,216197492,5.4
2280,19000000,en,11.47316,110879513,6.7
2281,19000000,en,25.28132,70067909,6.1
2282,14000000,en,45.99611,173046663,7.0
2283,0,en,20.392858,0,5.4
2284,19000000,en,78.699993,44017374,8.1
2285,19000000,en,76.603233,381109762,8.0
2286,19000000,en,13.664614,40846082,5.5
2287,0,en,2.242809,0,6.0
2288,27000000,en,1.224105,0,3.9
2289,19000000,en,27.494037,49830607,5.9
2290,18000000,en,18.47518,101564935,5.3
2291,19100000,en,10.559414,5728213,6.5
2292,0,en,1.916351,0,4.6
2293,20000000,en,28.867568,54956140,6.2
2294,15000000,ja,118.968562,274925095,8.3
2295,0,zh,3.376967,0,5.9
2296,25000000,en,7.436491,8613462,6.5
2297,0,en,57.84156,76586316,7.4
2298,19000000,en,17.952817,18755936,6.0
2299,19000000,en,21.959742,29922472,6.4
2300,19000000,en,4.229942,4750000,6.0
2301,19000000,en,11.766564,6928068,6.2
2302,0,en,2.366251,5310554,5.8
2303,19000000,en,0.068228,2119994,5.6
2304,18000000,en,5.380733,0,6.1
2305,0,en,5.625989,0,6.8
2306,19000000,en,30.205943,108047131,6.0
2307,19000000,en,26.441669,32801173,7.3
2308,15000000,en,15.262492,46770602,6.0
2309,0,cn,1.583918,0,5.8
2310,18500000,en,44.511363,10680275,7.2
2311,18500000,en,16.665841,31912793,6.0
2312,18000000,en,36.471231,268157400,6.2
2313,23000000,en,85.30318,351583407,6.6
2314,18000000,en,20.716023,151668774,6.9
2315,18000000,en,29.487784,261572744,6.5
2316,18000000,en,25.43954,141774679,6.1
2317,18000000,en,15.314027,87000000,6.4
2318,19000000,en,32.602868,144216468,6.3
2319,17000000,en,9.832326,65535067,5.5
2320,16000000,en,33.452469,19682924,3.7
2321,0,en,14.190837,0,6.2
2322,18000000,en,6.501815,65070412,5.6
2323,23000000,en,26.58873,76488889,6.5
2324,16500000,en,36.15716,67683989,6.5
2325,18000000,en,16.027955,88923251,5.5
2326,21000000,en,14.329891,72417394,6.3
2327,18000000,en,50.009408,98235548,7.3
2328,18000000,en,31.82675,51973029,7.8
2329,0,en,9.642041,14796236,4.8
2330,17000000,en,36.423717,129042871,6.9
2331,0,en,12.309718,0,6.4
2332,19800000,en,11.693272,87754044,6.8
2333,18000000,en,12.243887,41382841,5.9
2334,18000000,en,89.811154,103215094,7.4
2335,18000000,en,34.694216,99206215,7.0
2336,15000000,en,17.50138,76286096,6.9
2337,18000000,en,18.492655,62646763,6.0
2338,18000000,en,11.238522,0,4.9
2339,1000000,en,14.518598,21378361,6.4
2340,18000000,en,19.234672,47088990,6.9
2341,18000000,en,4.504377,24911670,6.7
2342,0,en,10.529143,24007324,5.6
2343,18000000,en,18.379124,100000000,5.8
2344,18000000,en,35.524457,23000000,7.7
2345,18000000,en,13.472365,36133014,5.6
2346,18000000,en,8.321586,0,6.7
2347,0,en,7.668063,0,5.5
2348,18000000,en,52.464877,35692920,7.0
2349,0,en,11.423533,0,6.4
2350,18000000,en,6.961736,17200925,6.8
2351,17000000,en,9.191187,24000000,5.4
2352,18000000,en,4.492859,16702864,4.9
2353,18000000,en,5.706767,0,7.2
2354,30000000,en,53.670525,34441873,6.8
2355,18000000,en,14.15192,0,5.1
2356,18000000,en,13.462544,0,5.9
2357,18000000,en,11.725805,2945600,3.7
2358,21000000,en,7.047975,28008462,6.2
2359,18000000,en,13.628601,12000000,7.3
2360,18000000,en,16.520516,10501938,4.9
2361,18000000,en,14.916264,8038061,6.9
2362,18000000,en,9.633711,25312387,5.7
2363,0,en,3.455018,0,5.6
2364,0,en,1.946634,0,6.4
2365,17000000,en,12.313143,6735922,5.8
2366,18000000,en,3.258422,14110013,6.5
2367,0,en,3.659292,0,6.7
2368,18000000,en,24.548633,5887457,7.3
2369,18000000,en,17.683563,20275812,6.7
2370,18000000,ru,10.1449,26527510,6.5
2371,18000000,en,31.887978,25739015,6.9
2372,0,en,1.110179,0,3.5
2373,0,en,9.814785,0,7.3
2374,25000000,en,1.876811,20719451,6.8
2375,18000000,en,32.717853,6212282,6.2
2376,0,en,8.945081,0,6.2
2377,18000000,en,13.916583,22309223,6.7
2378,15238800,de,17.94739,0,7.2
2379,0,en,2.525569,0,5.3
2380,2700000,en,10.47644,3500000,5.9
2381,18000000,en,10.991281,676698,7.0
2382,18000000,en,7.871686,7972967,6.7
2383,18000000,en,6.333869,382174,4.4
2384,18000000,en,1.138383,871279,6.7
2385,18000000,en,8.266124,0,5.6
2386,0,en,0.910529,0,9.3
2387,3500000,en,18.025206,34000000,6.9
2388,18000000,en,10.144222,0,4.5
2389,18000000,fr,9.244181,1831348,6.7
2390,17900000,en,12.752463,6948633,5.0
2391,14000000,en,22.748174,13551174,6.0
2392,20000000,en,33.436092,121463226,7.0
2393,0,en,3.107371,90508336,6.4
2394,18000000,en,7.922639,0,5.7
2395,23000000,en,28.973074,150816700,6.5
2396,15000000,en,23.980329,51053787,5.9
2397,17500000,en,28.60542,38000000,7.5
2398,24000000,en,42.669304,99965753,5.9
2399,17500000,en,7.180403,7018189,5.8
2400,18000000,en,21.638673,266586800,4.6
2401,0,en,2.64486,0,5.4
2402,0,en,25.881355,0,7.4
2403,18500000,en,67.66094,183316455,7.7
2404,17000000,en,20.786616,72070731,7.4
2405,17000000,en,27.654472,125586134,5.6
2406,17000000,en,70.668923,136621271,6.4
2407,16000000,en,23.425431,109502303,6.9
2408,17500000,en,14.304444,19179969,5.8
2409,300000,en,30.301307,70000000,7.4
2410,17000000,en,3.56033,0,4.7
2411,17000000,en,7.210095,71625195,6.7
2412,17000000,en,23.491962,57103895,6.4
2413,20000000,en,36.133536,136150434,5.8
2414,17000000,en,14.18136,0,5.2
2415,17000000,en,12.709227,30331165,5.9
2416,17000000,en,24.054062,43165571,6.0
2417,15000000,en,35.107857,69623713,6.1
2418,0,en,10.149569,0,5.1
2419,0,en,14.023082,45710059,7.4
2420,0,en,9.054803,0,5.6
2421,20000000,en,5.422285,21170563,6.0
2422,17000000,en,32.746486,115350426,7.3
2423,34000000,en,3.960098,19693891,4.8
2424,0,en,10.178917,0,6.9
2425,17000000,en,4.544216,0,4.6
2426,0,en,2.184708,0,3.3
2427,0,en,3.09159,0,6.3
2428,17000000,en,18.790102,29536299,6.2
2429,17000000,en,3.321095,10000000,6.3
2430,17000000,en,33.912116,97542952,6.4
2431,17000000,en,5.787891,20455276,5.6
2432,17000000,en,7.864011,7314027,4.9
2433,17000000,en,17.062117,19300000,4.1
2434,0,en,1.782666,0,3.0
2435,17000000,en,19.311572,9500000,7.0
2436,0,en,2.897449,0,5.5
2437,17000000,en,0.138564,0,2.9
2438,40000000,en,36.960953,86915017,7.1
2439,17000000,en,1.15641,2000000,5.6
2440,17000000,en,9.583578,1569918,6.8
2441,17000000,en,25.112567,3758328,6.1
2442,17000000,en,9.349386,374743,5.2
2443,15000000,fr,8.884405,0,6.5
2444,17000000,en,2.215261,8720000,5.0
2445,17000000,en,6.385234,9627492,4.5
2446,16500000,en,20.935169,0,7.0
2447,16800000,en,4.358255,2281089,5.8
2448,15000000,en,24.898687,43848069,7.0
2449,16500000,en,20.898711,135000000,7.2
2450,16500000,en,18.236284,37311672,6.9
2451,16500000,en,10.74648,13620075,6.0
2452,16500000,en,12.102725,16942795,7.0
2453,16400000,en,55.458584,235860116,8.1
2454,16000000,en,35.777067,247275374,6.5
2455,16000000,en,18.430419,92823546,7.3
2456,16000000,en,7.980632,53977250,7.4
2457,16000000,en,14.759948,119754278,5.9
2458,0,en,9.229999,0,6.0
2459,15000000,en,29.943316,133432856,7.3
2460,16000000,en,15.788784,76514050,4.8
2461,16000000,en,41.083914,68263166,7.6
2462,16000000,en,21.380635,0,5.9
2463,18500000,en,1.884558,6490401,6.4
2464,0,en,4.382761,0,3.7
2465,19000000,es,90.809408,83258226,7.6
2466,0,en,6.579017,0,4.8
2467,16000000,en,7.854989,29381649,7.4
2468,16000000,en,11.807269,40492759,5.3
2469,17700000,en,15.976335,30987695,5.5
2470,15000000,en,10.484642,30102717,5.3
2471,12000000,en,38.623178,80573774,7.4
2472,16000000,en,8.8321,50007546,4.6
2473,15000000,en,32.758254,96408652,6.7
2474,25000000,sv,6.091033,0,6.4
2475,16000000,en,9.119797,20627372,5.4
2476,0,en,9.423866,0,7.2
2477,16000000,en,32.257414,31556061,5.3
2478,16000000,en,3.021835,15427192,5.4
2479,16000000,en,7.612849,0,7.0
2480,20000000,en,36.764666,0,6.9
2481,0,en,3.199784,0,5.7
2482,20000000,en,9.455596,13854000,5.3
2483,26000000,en,44.301745,206678440,7.6
2484,16000000,en,19.890428,18564088,6.8
2485,16000000,en,0.830596,12,4.6
2486,0,en,2.637355,0,5.1
2487,0,en,2.25453,0,5.5
2488,16000000,en,8.711782,0,6.4
2489,6500000,en,5.700333,4217115,6.7
2490,16000000,en,29.253833,5900000,6.8
2491,16000000,en,8.842869,2849142,6.7
2492,16000000,en,2.848727,1686429,4.3
2493,16000000,en,13.832464,5867686,6.2
2494,0,en,4.488547,0,6.9
2495,20000000,en,38.802415,24261569,6.5
2496,16000000,en,9.400404,14822346,4.7
2497,11000000,fr,18.923181,53191886,6.8
2498,0,en,2.397987,0,6.3
2499,13000000,en,20.39955,754249,7.2
2500,16000000,en,7.251897,0,4.8
2501,16000000,en,43.217089,47801389,7.7
2502,16000000,en,14.529496,0,6.7
2503,16000000,en,20.59148,3442853,6.4
2504,15600000,en,2.244947,0,4.2
2505,0,en,1.326264,0,5.7
2506,0,en,0.212108,0,5.3
2507,15500000,en,6.630856,1237615,5.5
2508,15300000,fr,18.20957,0,6.2
2509,15500000,en,17.327279,0,6.3
2510,15000000,en,29.843818,316360478,6.8
2511,18000000,en,2.186927,476684675,7.1
2512,0,es,12.335827,0,5.8
2513,21000000,en,20.818567,177200000,6.9
2514,15000000,en,58.900647,356830601,6.7
2515,17000000,zh,45.742254,213525736,7.2
2516,15000000,en,80.878605,356296601,7.9
2517,15000000,en,54.053576,414211549,7.6
2518,15000000,en,17.638286,216614388,5.7
2519,15000000,en,3.803495,317000,6.4
2520,15000000,en,17.571533,146292009,7.7
2521,16000000,ko,4.628525,11301649,6.5
2522,14000000,en,145.364591,233555708,8.0
2523,0,en,12.18838,0,6.0
2524,15000000,en,3.826685,67182787,7.2
2525,15000000,en,21.095489,75700498,5.9
2526,15000000,en,47.455148,146497771,6.0
2527,15000000,en,22.838834,61399552,7.1
2528,15000000,en,27.165222,151831537,6.0
2529,15000000,en,19.113278,123384128,6.8
2530,15000000,en,58.553213,73326666,7.1
2531,15000000,en,2.005111,55184721,6.1
2532,18000000,en,16.418639,0,7.0
2533,17000000,en,43.675191,127730736,6.1
2534,15000000,en,4.688212,66966987,5.4
2535,15000000,en,9.125594,52970014,5.6
2536,15000000,en,19.786392,50000000,7.8
2537,15000000,en,13.581966,64256513,6.7
2538,17000000,en,11.927667,55534455,5.7
2539,35000000,en,30.556135,42930462,5.8
2540,15000000,en,31.565117,61548707,5.9
2541,15000000,en,21.535126,40283321,6.2
2542,0,en,7.921311,0,6.9
2543,15000000,en,19.284129,44862187,6.6
2544,16000000,en,23.423082,66468332,5.5
2545,7000000,en,49.517264,48126384,7.2
2546,15000000,en,11.375032,35007180,5.8
2547,15000000,en,61.182331,123726688,7.8
2548,0,en,7.314796,0,4.7
2549,15000000,en,6.857923,33771174,6.9
2550,15000000,en,41.286336,69995385,7.8
2551,15000000,en,12.929525,39421467,5.1
2552,15000000,en,42.952942,52501541,7.0
2553,15000000,en,19.760383,32721635,6.2
2554,15000000,en,10.194097,47175038,6.2
2555,13000000,en,11.045593,37664855,4.5
2556,16000000,en,44.533612,30857814,7.6
2557,15000000,en,10.84158,30226144,6.9
2558,15000000,en,49.294864,78054825,7.4
2559,15000000,en,7.424798,29331068,5.1
2560,15000000,en,5.164281,46905889,5.6
2561,15000000,en,34.759855,64238440,6.5
2562,15000000,en,7.297757,30127963,6.3
2563,14000000,en,3.334804,32645546,6.1
2564,20000000,en,2.027393,27728118,7.4
2565,0,en,13.817269,28084357,6.9
2566,15000000,en,13.237835,40105542,4.7
2567,0,en,3.890223,0,4.3
2568,15000000,en,19.517239,24769466,6.3
2569,15000000,en,30.669913,85306374,7.3
2570,0,en,9.681147,0,6.1
2571,11500000,en,15.355589,23237911,7.5
2572,15000000,en,19.85579,43101594,7.5
2573,0,en,11.689337,0,5.5
2574,15000000,en,3.043589,21000000,6.1
2575,15000000,en,17.141376,0,5.2
2576,14000000,en,8.885017,38574362,4.4
2577,0,en,4.115398,0,6.4
2578,20000000,en,7.679336,22165608,5.0
2579,15000000,en,18.268009,20566327,6.0
2580,15000000,en,7.809701,20529194,5.9
2581,15000000,en,9.378688,17507368,5.5
2582,15000000,en,35.395129,35485608,6.8
2583,15000000,en,45.317278,32556119,6.0
2584,15000000,en,4.302941,0,5.3
2585,15000000,en,47.006162,42000000,7.2
2586,15000000,en,11.379652,17080167,5.9
2587,15000000,en,24.612603,37930465,5.8
2588,15000000,en,26.708193,31554855,6.5
2589,0,en,8.710294,0,4.6
2590,0,en,1.800119,0,5.9
2591,15000000,en,0.335195,22730842,6.7
2592,25000000,en,11.782725,15843608,4.4
2593,0,en,2.711955,0,5.1
2594,15000000,en,16.629173,59389433,7.0
2595,15000000,en,20.05902,16633035,6.7
2596,15000000,en,8.113634,12000000,5.9
2597,0,en,9.87419,0,6.4
2598,0,en,2.857936,0,5.3
2599,20000000,en,3.138118,0,6.3
2600,15000000,en,6.684096,0,6.2
2601,0,en,0.722911,0,2.9
2602,15000000,en,17.672021,15608545,5.2
2603,15000000,en,3.033471,10443316,4.8
2604,0,en,3.313257,0,5.4
2605,15000000,en,41.089863,0,7.5
2606,15000000,en,10.9071,14867514,6.0
2607,15000000,en,49.230089,46189568,7.8
2608,15000000,en,11.429607,10903846,6.6
2609,15000000,en,6.373316,9237470,6.5
2610,16000000,en,9.717392,18928871,6.7
2611,15000000,en,8.074807,9902115,5.0
2612,20000000,en,7.034752,8586376,4.7
2613,0,en,7.250379,0,6.7
2614,0,en,0.116873,0,4.7
2615,0,en,7.712206,0,5.5
2616,15000000,en,25.329493,34533783,7.4
2617,15,en,5.112809,0,5.6
2618,15000000,en,13.832376,8762890,5.6
2619,15000000,en,7.446069,6405245,5.0
2620,15000000,en,13.568302,8138788,6.0
2621,15000000,en,21.857387,35097815,6.8
2622,15000000,en,0.249245,5217498,4.7
2623,15000000,en,12.163832,12036149,7.0
2624,0,en,8.962245,0,6.0
2625,15000000,en,32.690038,15785148,7.2
2626,25000000,en,8.583217,4152230,6.1
2627,15000000,en,31.60985,20117339,7.6
2628,0,en,12.295216,0,5.4
2629,22000000,en,12.4654,0,5.8
2630,15000000,en,30.983397,9455232,6.8
2631,0,en,1.485324,0,7.0
2632,15000000,en,11.428903,5926410,6.5
2633,15000000,en,5.484679,0,4.8
2634,0,en,5.770246,0,6.5
2635,15000000,en,15.175289,7938872,6.3
2636,0,en,2.414721,0,5.5
2637,0,en,0.470645,0,6.6
